序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数
59,初中数学教材落实核心素养的几点思考,李军和,课程教育研究,2019-04-26,1,0,1,4724
60,初中数学教学中导学互动模式应用研究,汪真强,课程教育研究,2019-04-26,0,0,0,4724
61,高中数学学困生提问能力的培养策略谈,孔宪懿；石辉玲,课程教育研究,2019-04-26,0,0,0,4724
62,浅谈培智学校信息技术教学的有效策略,朱静,课程教育研究,2019-04-26,2,0,2,4724
63,原子和原子核的初步研究,黄可欣,课程教育研究,2019-04-26,0,0,0,4724
64,高中生物“生活化”教学策略的实践研究,王世德,课程教育研究,2019-04-26,5,0,5,4724
65,高中设计性物理实验教学中培养学生的创新能力的研究,李仁喜,课程教育研究,2019-04-26,6,0,6,4724
66,如何让初中数学学困生有效参与课堂合作学习,杨小庆,课程教育研究,2019-04-26,2,0,2,4724
67,初中化学中化学用语有效教学的实践探究,胡靖,课程教育研究,2019-04-26,2,0,2,4724
68,基于绿色理念下中学微型化学实验教学研究,李胜光,课程教育研究,2019-04-26,4,0,4,4724
69,浅谈初中物理教学生活化策略,卢文浩,课程教育研究,2019-04-26,1,0,1,4724
70,从地理核心素养衍生出解题技巧——以综合思维能力为例,翟亚琪,课程教育研究,2019-04-26,3,0,3,4724
71,思维导图在高中地理教学中的应用研究,闫凤梅,课程教育研究,2019-04-26,4,0,4,4724
72,高中物理合作学习课堂教学策略的实践研究,石红梅,课程教育研究,2019-04-26,3,0,3,4724
73,高中物理课堂教学中问题情境的创设分析,徐枫,课程教育研究,2019-04-26,2,0,2,4724
74,《敲门》教学设计,屠琰,课程教育研究,2019-04-26,0,0,0,4724
75,初中语文课堂形式探索,徐原珍,课程教育研究,2019-04-26,0,0,0,4724
76,"激生活之涟漪,扬语文素养之波",闫莉,课程教育研究,2019-04-26,2,0,2,4724
77,历史互动式教学模式探究,聂文峰,课程教育研究,2019-04-26,0,0,0,4724
78,高中语文古诗词审美教学研究,程海燕,课程教育研究,2019-04-26,6,0,6,4724
79,初中语文情境教学的优化途径,陆天曦,课程教育研究,2019-04-26,3,0,3,4724
80,提高语文课堂学习效率之我见,朱青,课程教育研究,2019-04-26,0,0,0,4724
81,传统文化与初中语文有效融合途径,黎先胜,课程教育研究,2019-04-26,0,0,0,4724
82,核心素养视野下高中思想政治学科活动课堂构建,徐瑞芬,课程教育研究,2019-04-26,8,0,8,4724
83,探究式教学在初中物理教学中的应用,张正芳,课程教育研究,2019-04-26,4,0,4,4724
84,从实践中的班级自主管理模式谈中学生的核心素养,郑娟,课程教育研究,2019-04-26,2,0,2,4724
85,略谈如何解决中学生厌学问题,和伦,课程教育研究,2019-04-26,0,0,0,4724
86,音乐教学中学生倾听能力培养的研究,张丽丽,课程教育研究,2019-04-26,0,0,0,4724
87,激励教学法在高中体育特长生田径教学中的应用,赵贝,课程教育研究,2019-04-26,6,0,6,4724
88,个性化教学在特殊教育语文课堂上的应用研究,余静涛,课程教育研究,2019-04-26,2,0,2,4724
89,浅谈情景教学法在初中语文教学中的运用,吴婷婷,课程教育研究,2019-04-26,8,0,8,4724
90,普通高中自主德育模式实践探索——以华亭市第一中学为例,李文俊；姚攀峰,课程教育研究,2019-04-26,0,0,0,4724
91,浅谈初中政治教学中案例的选择呈现和问题设置,徐爱萍,课程教育研究,2019-04-26,1,0,1,4724
92,探析初中美术教学中开展师生合作学习的策略,徐洪林,课程教育研究,2019-04-26,6,0,6,4724
93,落实高中体育学科核心素养的实践探讨,肖雯,课程教育研究,2019-04-26,0,0,0,4724
94,体验式教学在高中音乐鉴赏教学中的应用,王捷,课程教育研究,2019-04-26,7,0,7,4724
95,校园足球特色示范学校课程体系构建策略研究——以南宁市第一中学为例,黄山松,课程教育研究,2019-04-26,2,0,2,4724
96,听障学生紫砂壶制作课程学习初探,刘辉,课程教育研究,2019-04-26,0,0,0,4724
97,高中政治课堂学生自主学习能力培养探究,武廷宏,课程教育研究,2019-04-26,2,0,2,4724
98,高中思想政治教育课学生自主学习能力培养研究,李妍微,课程教育研究,2019-04-26,4,0,4,4724
99,构建高中政治“生命”课堂的对策探索,王丰美,课程教育研究,2019-04-26,3,0,3,4724
100,高中思想政治教学中探究合作学习的渗透研究,张竹新,课程教育研究,2019-04-26,2,0,2,4724
101,如何激发高中生学习政治的激情,姜慧,课程教育研究,2019-04-26,3,0,3,4724
102,基于“呈现·比较·建构·共享”的高效课堂探索——以“体温的控制”为例,韩建浩,课程教育研究,2019-04-26,0,0,0,4724
103,中小学综合实践场地区域“联动”建设的探索与实践,张宝泉,课程教育研究,2019-04-26,0,0,0,4724
104,浅议基于学生素质提升的高中语文作文教学研究,崔海龙,课程教育研究,2019-04-26,2,0,2,4724
105,培养初中生文言文阅读能力策略研究,岳艳玲,课程教育研究,2019-04-26,6,0,6,4724
106,澳门科普教育工作的调研与启示,吴晶平；罗婉艺,课程教育研究,2019-04-19,0,0,0,4724
107,实践能力培养视角下管理会计案例教学研究,李玄,课程教育研究,2019-04-19,0,0,0,4724
108,核心素养视域下的高职校本课程建设——以《保险人伤理赔实务》为例,陈艳茜,课程教育研究,2019-04-19,3,0,3,4724
109,中美CFA认证高校金融本科人才培养模式分析,林姝妤,课程教育研究,2019-04-19,0,0,0,4724
110,浅析新媒体背景下实体店的营销策略,赵金虹,课程教育研究,2019-04-19,1,0,1,4724
111,浅谈高校图书资料的精细化管理,颜涉,课程教育研究,2019-04-19,0,0,0,4724
112,以促进学生技能为主的“三位一体”教法在中职电类专业课程中的实施策略——以新兴理工学校、PLC技术应用课程、三菱FX系统PLC为例,张益绩,课程教育研究,2019-04-19,0,0,0,4724
113,微课在中职《机械基础》课程教学中的应用探究,谭修炳,课程教育研究,2019-04-19,5,0,5,4724
114,计算机虚拟仿真技术在机能学实验教学中的应用,欧惠,课程教育研究,2019-04-19,2,0,2,4724
115,信息技术与高中英语导学教学模式,羌红燕,课程教育研究,2019-04-19,1,0,1,4724
116,网络技术在高职英语教学中应用研究,庄垚,课程教育研究,2019-04-19,0,0,0,4724
117,基于“互联网+”学生读写素养的培育模式探究,王国武；陈玉亭,课程教育研究,2019-04-19,0,0,0,4724
118,信息技术背景下的高中作文教学策略探究,黄仁平,课程教育研究,2019-04-19,0,0,0,4724
119,"利用多媒体信息技术,激发学习古诗词的兴趣",胡素芬,课程教育研究,2019-04-19,0,0,0,4724
120,浅析微课在高中历史教学中的应用,刘健,课程教育研究,2019-04-19,1,0,1,4724
121,运用多媒体技术  构建语文课堂乐园,伍惠娜,课程教育研究,2019-04-19,1,0,1,4724
122,浅谈如何利用微课培养学生生物学科核心素养——例谈初中生物学微课《心脏结构识记》的设计与制作,王辉；王淑霞；许艳波,课程教育研究,2019-04-19,1,0,1,4724
123,基于移动端的智慧课堂混合式教学模式的研究与实践,刘颖；蒋拓；王兆丹,课程教育研究,2019-04-19,11,0,11,4724
124,翻转课堂模式在高三语文专题复习中的应用探讨,桂武琴,课程教育研究,2019-04-19,2,0,2,4724
125,《通信线路工程》“三层次、七子库”精品资源共享课的建设,许书君；杜玉红；郭建勤,课程教育研究,2019-04-19,0,0,0,4724
126,基于“互联网+”背景下小学教育发展路径的思考,罗夙淇,课程教育研究,2019-04-19,0,0,0,4724
127,依托大规模计算平台开展科学计算系列课程的改革实践,钱旭；宋松和,课程教育研究,2019-04-19,0,0,0,4724
128,增设Capstone顶石课程的嵌入式系统课程体系改革与探索,裴雪丹；王利利；鄢永明；薛竣文,课程教育研究,2019-04-19,1,0,1,4724
129,项目教学法在高职单片机课程中的应用,周亚辉,课程教育研究,2019-04-19,2,0,2,4724
130,任务驱动教学在中职信息技术基础课程中的应用,刘梅,课程教育研究,2019-04-19,4,0,4,4724
131,数字化教学资源在中等职业教育计算机应用基础课程中的实践运用,房磊,课程教育研究,2019-04-19,2,0,2,4724
132,关于数字电路中触发器教学的几点思考,曹丽娟,课程教育研究,2019-04-19,0,0,0,4724
133,虚拟项目教学法在组合逻辑电路教学中的应用,宋灵,课程教育研究,2019-04-19,0,0,0,4724
134,中等职业教育电子技术应用专业课程开发研究,罗廷洪,课程教育研究,2019-04-19,0,0,0,4724
135,ERP沙盘模拟教学法在电子技术专业课中的应用研究——以仪征技师学院为例,李芳,课程教育研究,2019-04-19,0,0,0,4724
136,培养高中生主动学习英语策略探究,黄楚,课程教育研究,2019-04-19,1,0,1,4724
137,单目标多层次教学体系构建初探,谭洋,课程教育研究,2019-04-19,0,0,0,4724
138,在核心素养背景下如何构建高效英语课堂,吕孝华,课程教育研究,2019-04-19,1,0,1,4724
139,在中职英语口语教学中互动教学法的应用,陈厚文,课程教育研究,2019-04-19,4,0,4,4724
140,中职英语课堂教学德育渗透,曹新展,课程教育研究,2019-04-19,4,0,4,4724
141,谈游戏教学法在高中英语教学中的应用,苏玉玲,课程教育研究,2019-04-19,1,0,1,4724
142,导学案在高中英语教学中的应用探究,冯文文,课程教育研究,2019-04-19,1,0,1,4724
143,浅谈新课程背景下词汇教学,吴金平,课程教育研究,2019-04-19,0,0,0,4724
144,《牛津初中英语》8年级上册Unit 7 Seasons(Task),严雅琼,课程教育研究,2019-04-19,0,0,0,4724
145,STEAM教育理念下的农村初中英语课程教学,梁伟彪,课程教育研究,2019-04-19,1,0,1,4724
146,微课制作过程中的反思总结——基于高中信息技术学科实践操作课型应用的微课,贾红霞,课程教育研究,2019-04-19,3,0,3,4724
147,"立足学生本位,强化学科素养——论初中道德与法治课堂教学",张春梅,课程教育研究,2019-04-19,6,0,6,4724
148,自媒体时代中小学德育工作创新思考,陶小敏,课程教育研究,2019-04-19,0,0,0,4724
149,叶圣陶略读思想对中学生课外阅读指导的启示,方雅君,课程教育研究,2019-04-19,1,0,1,4724
150,"来源多维之感悟,构筑为文之桥梁",辛雪梅,课程教育研究,2019-04-19,0,0,0,4724
151,学生作文正能量的表达探究,潘文林,课程教育研究,2019-04-19,0,0,0,4724
152,初中语文阅读有效性教学初探,柴立娟,课程教育研究,2019-04-19,3,0,3,4724
153,浅谈初中科学演示实验功能激活策略,陈勇,课程教育研究,2019-04-19,0,0,0,4724
154,变式教学在初中数学教学中的应用策略研究,毛宇佳,课程教育研究,2019-04-19,0,0,0,4724
155,浅谈如何在初中数学教学过程中开展生活化教学,连文逊,课程教育研究,2019-04-19,8,0,8,4724
156,当学生狂笑不已时……——让生活为语文开辟一扇窗,项延赞,课程教育研究,2019-04-19,0,0,0,4724
157,高中数学教学中小组合作学习模式的运用,赵慧婷,课程教育研究,2019-04-19,2,0,2,4724
158,培养高中生数学问题意识的方法,王碧莹,课程教育研究,2019-04-19,1,0,1,4724
159,浅谈对初中数学教学情境创设的几点思考,郑文富,课程教育研究,2019-04-19,2,0,2,4724
160,高三基础薄弱生短期突击疗法,林霞,课程教育研究,2019-04-19,0,0,0,4724
161,《等腰三角形》创新说课案例,杨祎晗；刘艺嘉；郑宇,课程教育研究,2019-04-19,0,0,0,4724
162,基于专业的中职生语言交流核心能力的培养策略,陈艳,课程教育研究,2019-04-19,0,0,0,4724
163,史料在初中历史教学中的应用探析,张雪梅,课程教育研究,2019-04-19,6,0,6,4724
164,浅谈初中历史课堂教学史料的选择,肖雪,课程教育研究,2019-04-19,0,0,0,4724
165,探讨初中历史教学中如何提高课堂教学效率,辛会,课程教育研究,2019-04-19,0,0,0,4724
166,探究核心素养背景下提升高中数学教学有效性的方法,杨媛媛,课程教育研究,2019-04-19,10,0,10,4724
167,初中数学课堂合作学习及其实施对策,金俊鹤,课程教育研究,2019-04-19,1,0,1,4724
168,九年级数学《二次函数》教学案例分析和思考,周林,课程教育研究,2019-04-19,1,0,1,4724
169,初中数学课堂互动教学的几点策略探讨,王正林,课程教育研究,2019-04-19,0,0,0,4724
170,高三语文复习高效课堂策略初探,熊戴福,课程教育研究,2019-04-19,2,0,2,4724
171,基于“物质微粒观”的气体实验室制法教学——以“氯化氢实验室制法”为例,管国琴,课程教育研究,2019-04-19,0,0,0,4724
172,基于学科核心素养视野下的高中数学概念教学策略,符仲娟,课程教育研究,2019-04-19,10,0,10,4724
173,高中化学教学中学生问题意识的培养,杨生民,课程教育研究,2019-04-19,3,0,3,4724
174,高考驱动下高中生物复习课教学思路探寻,薛玉梅,课程教育研究,2019-04-19,5,0,5,4724
175,逆向思维在物理习题教学中的应用,郝志锦,课程教育研究,2019-04-19,0,0,0,4724
176,初中化学高效课堂教学的探究,张新林,课程教育研究,2019-04-19,3,0,3,4724
177,“西北地区”教学反思,朱方文,课程教育研究,2019-04-19,0,0,0,4724
178,初中化学教学中要注重学生思维能力的培养,吴小明,课程教育研究,2019-04-19,7,0,7,4724
179,基于学科核心素养下的高中生物课堂教学,谭畅,课程教育研究,2019-04-19,4,0,4,4724
180,对初中物理教学工作的几点反思,钟晓萍,课程教育研究,2019-04-19,0,0,0,4724
181,开启地理课堂教学对话的问题设计策略探析——以《锋面系统与天气》为例,彭晓萍,课程教育研究,2019-04-19,0,0,0,4724
182,披文入情  读写结合——人教版必修二第一单元整合教学构想及实施,黄大兆,课程教育研究,2019-04-19,1,0,1,4724
183,中小学生几何直观研究综述,邹欣；金爱冬,课程教育研究,2019-04-19,1,0,1,4724
184,生涯教育课程与高中生职业目标确立的实践与思考,陈俊辉,课程教育研究,2019-04-19,2,0,2,4724
185,探讨初中数学课堂教学有效性评价的策略,赵江,课程教育研究,2019-04-19,4,0,4,4724
186,开展创客式的项目教学  增强物理课堂教学效果——以《运动和力》实践活动课的教学为例,张曼,课程教育研究,2019-04-19,3,0,3,4724
187,例谈高三生物一轮复习下培养核心素养和实现立德树人的策略,叶嘉龙,课程教育研究,2019-04-19,2,0,2,4724
188,高中生物教学改革模式与创新路径思考,苏玲,课程教育研究,2019-04-19,7,0,7,4724
189,浅谈高中化学教学中的课堂问题设计,畅兴田,课程教育研究,2019-04-19,0,0,0,4724
190,提高初中生生物实验能力有效策略的探讨,史新芝,课程教育研究,2019-04-19,0,0,0,4724
191,思维导图在高中物理复习中的应用探究,曲莉萍,课程教育研究,2019-04-19,6,0,6,4724
192,浅谈高中物理课堂提问的一般原则,孔祥彩,课程教育研究,2019-04-19,1,0,1,4724
193,基于学科核心素养下的高中化学课堂教学对策,李丹,课程教育研究,2019-04-19,5,0,5,4724
194,高中物理课堂教学中有效提问的策略,齐月华,课程教育研究,2019-04-19,2,0,2,4724
195,初中生物教学中科学思维的培养策略研究,王晓月；汤晓辛；唐明,课程教育研究,2019-04-19,5,0,5,4724
196,高中语文核心素养的实质内涵及培育路径,郭绿环,课程教育研究,2019-04-19,10,0,10,4724
197,浅谈核心素养背景下高中历史教学现状及提升对策,刘国庆,课程教育研究,2019-04-19,1,0,1,4724
198,试论高中数学教学中学生学习兴趣的培养,何朝霞,课程教育研究,2019-04-19,0,0,0,4724
199,初中数学教学中学生计算能力的培养,王元元,课程教育研究,2019-04-19,2,0,2,4724
200,农村高中体艺特长生自我管理策略的实践研究,黄文兰；闫世华,课程教育研究,2019-04-19,1,0,1,4724
201,初中学生史料认知能力的培养途径,徐成花,课程教育研究,2019-04-19,1,0,1,4724
202,初中美术教学如何提高课堂教学效率,周颖芳,课程教育研究,2019-04-19,5,0,5,4724
203,"篆方寸,刻人生——初中美术课堂中篆刻教学探索研究",樊骁栋,课程教育研究,2019-04-19,3,0,3,4724
204,浅析新高考改革下的生涯规划,陈春艳,课程教育研究,2019-04-19,1,0,1,4724
205,大数据背景下高中语文传统文化教学研究,杨尉苹,课程教育研究,2019-04-19,1,0,1,4724
206,核心素养下初中语文“活动·探究”单元教学初探,连金稳,课程教育研究,2019-04-19,16,0,16,4724
207,注重数学应用意识提高学生思维能力,李振国,课程教育研究,2019-04-19,1,0,1,4724
208,分层教育理念指导下数学教育教学思考研究,余航,课程教育研究,2019-04-19,1,0,1,4724
209,"德润身心导言行,礼冶精神育善真——班级管理德礼为基",陈作章；公维英,课程教育研究,2019-04-19,0,0,0,4724
210,音乐教育与学生创新能力的培养,李平,课程教育研究,2019-04-19,0,0,0,4724
211,基于陶瓷课的美术教学探究,宋静,课程教育研究,2019-04-19,0,0,0,4724
212,浅谈如何在初中体育教学中促进学生主动参与,王健,课程教育研究,2019-04-19,4,0,4,4724
213,中职体育分层教学策略,富大林,课程教育研究,2019-04-19,1,0,1,4724
214,浅析分类讨论思想在高中数学解题中的应用,虎志忠,课程教育研究,2019-04-19,6,0,6,4724
215,基于时政新闻培育高中生政治认同素养的路径研究,钟启良,课程教育研究,2019-04-19,4,0,4,4724
216,初中道德与法治高效课堂构建策略浅议,李永涛,课程教育研究,2019-04-19,4,0,4,4724
217,高中政治生活化教学策略分析,马晓琳；赵哲,课程教育研究,2019-04-19,7,0,7,4724
218,浅析“少教多学”模式在高中政治课中的应用,王延波,课程教育研究,2019-04-19,2,0,2,4724
219,文学社团对高中语文教学的作用分析,郑思霖,课程教育研究,2019-04-19,0,0,0,4724
220,汽车模拟驾驶专业活动的开展实践探寻,于明华,课程教育研究,2019-04-19,0,0,0,4724
221,浅议大数据环境下学科发展策略,贾丽芬,课程教育研究,2019-04-12,0,0,0,4724
222,公共图书馆计算机和互联网免费使用影响与对策研究,罗翔,课程教育研究,2019-04-12,0,0,0,4724
223,浅析新媒体形式下的民间工艺保护,孔庆婷,课程教育研究,2019-04-12,1,0,1,4724
224,新时代马克思主义大众化传播模式创新思考,姜宁宁；王娟,课程教育研究,2019-04-12,2,0,2,4724
225,浅析抖音短视频对小学生的影响,黄志锦,课程教育研究,2019-04-12,1,0,1,4724
226,中高职衔接人才培养质量实践研究——以数控技术专业为例,夏雨,课程教育研究,2019-04-12,0,0,0,4724
227,高等数学课程的混合式教学模式,牛英春,课程教育研究,2019-04-12,4,0,4,4724
228,大学物理理论教学融入仿真演示实验的教学改革策略,杨璐璐,课程教育研究,2019-04-12,0,0,0,4724
229,利用“蓝墨云班课”提高大学《动物学实验》教学效果,乔征磊；金志民；刘铸；田新民；李殿伟；赵杰,课程教育研究,2019-04-12,0,0,0,4724
230,中职化学课中构建翻转课堂的意义,林勇,课程教育研究,2019-04-12,0,0,0,4724
231,高职护理教育信息化的实践研究,陈璇,课程教育研究,2019-04-12,1,0,1,4724
232,“互联网+”的高职英语教学模式的研究,应婷婷,课程教育研究,2019-04-12,0,0,0,4724
233,微课对高职英语教学的影响与发展,徐仲平,课程教育研究,2019-04-12,1,0,1,4724
234,信息化教学模式与方法创新:趋势与方向,陈芳,课程教育研究,2019-04-12,2,0,2,4724
235,信息化环境下智慧教室的教学环境设计,曾彦铭,课程教育研究,2019-04-12,1,0,1,4724
236,信息技术在小学数学教学中的应用研究,宋玉藏,课程教育研究,2019-04-12,1,0,1,4724
237,多媒体技术在初中数学教学中的应用探析,张敏,课程教育研究,2019-04-12,4,0,4,4724
238,信息技术在高中化学教学中的实践运用,李蓬勃,课程教育研究,2019-04-12,2,0,2,4724
239,基于核心素养的高中化学微课教学模式的相关研究,何少萍,课程教育研究,2019-04-12,17,0,17,4724
240,"“导学案”相约“微课”,让课堂实现华丽翻转",梁志强,课程教育研究,2019-04-12,3,0,3,4724
241,智慧环境下的古诗词翻转课堂教学模式建构——以五年级为例,张少珍,课程教育研究,2019-04-12,0,0,0,4724
242,微课教学在小学语文教学中的实践与探索,程毅,课程教育研究,2019-04-12,4,0,4,4724
243,"微课,为文言文教学增彩",余雪芬,课程教育研究,2019-04-12,1,0,1,4724
244,体育微课从设计开始,齐芳；许建枫；武燕玲；焦怡迪；宋娜,课程教育研究,2019-04-12,0,0,0,4724
245,智慧教育引领下的教育信息化探究,赵秋,课程教育研究,2019-04-12,0,0,0,4724
246,网络新媒体在高校思政课堂上的有效应用,周伟,课程教育研究,2019-04-12,3,0,3,4724
247,浅议多媒体优化政治课教学,赵渊,课程教育研究,2019-04-12,0,0,0,4724
248,多媒体应用在高中政治教学中的利弊分析,马玉芹,课程教育研究,2019-04-12,5,0,5,4724
249,浅谈蓝墨云班课在高职C语言教学中的应用,夏昕,课程教育研究,2019-04-12,0,0,0,4724
250,浅谈中职“理虚实”一体化教学模式,纪洪南,课程教育研究,2019-04-12,3,0,3,4724
251,浅谈新课改形势下构建高中英语高效课堂的策略,朱雅静,课程教育研究,2019-04-12,8,0,8,4724
252,"基于新教学理念,提升中职英语课堂教学效率——以“A sports star”教学为例",毕晓飞,课程教育研究,2019-04-12,2,0,2,4724
253,初中任务型英语教学模式的建构及应用,敏仲达,课程教育研究,2019-04-12,0,0,0,4724
254,初中英语阅读教学与写作教学的结合探讨,李梅君,课程教育研究,2019-04-12,2,0,2,4724
255,探讨小组合作学习在中学英语阅读教学中的应用,辛克玮,课程教育研究,2019-04-12,5,0,5,4724
256,浅谈新课程理念下的反意疑问句,魏晋萍,课程教育研究,2019-04-12,0,0,0,4724
257,英语核心素养下的高中英语读写结合教学方法,邱爱娇,课程教育研究,2019-04-12,13,0,13,4724
258,高中数学教学中化归思想的应用案例分析(北师大版),张阳,课程教育研究,2019-04-12,0,0,0,4724
259,插上“想象”的翅膀  抵达“抽象”的彼岸——以“基本不等式”为例,俞晓清,课程教育研究,2019-04-12,3,0,3,4724
