序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数
28,浅议初中英语语篇教学中课堂练习的有效性,闫勤奋,学周刊,2019-04-23,2,0,2,1684
29,初中英语阅读教学策略研究,朱会,学周刊,2019-04-23,5,0,5,1684
30,中职学生英语水平两极分化现象与教学对策,王国栋,学周刊,2019-04-23,0,0,0,1684
31,“学案导学、小组合作”教学模式运用的策略,张晓霞,学周刊,2019-04-23,3,0,3,1684
32,高中英语教学中进行情感教育的策略,袁志霞,学周刊,2019-04-23,4,0,4,1684
33,浅谈高中学段的英语词汇教学,张丽平,学周刊,2019-04-23,5,0,5,1684
34,浅谈跨文化意识对高中英语教学的促进作用,李昆,学周刊,2019-04-23,2,0,2,1684
35,浅析中学语文自主课堂的构建,张新锋,学周刊,2019-04-23,2,0,2,1684
36,新时期初中德育工作探析,马耀孔,学周刊,2019-04-23,0,0,0,1684
37,"实施课堂教学生活化,走出初中语文教学困境",罗韩,学周刊,2019-04-23,11,0,11,1684
38,高中文言传记类课文教学分析,黄晓明,学周刊,2019-04-23,0,0,0,1684
39,打造初中历史高效课堂策略分析,张贵欣,学周刊,2019-04-23,4,0,4,1684
40,探究性学习法在高中语文教学中的实践,焦秀亭,学周刊,2019-04-23,6,0,6,1684
41,"拓展生活资源,建构开放型语文课堂",王永奎,学周刊,2019-04-23,2,0,2,1684
42,浅谈初中综合实践课教学的创新性,陈立昌,学周刊,2019-04-23,4,0,4,1684
43,由教学回归教育——高中地理课堂教学中的生命教育,郑正宝,学周刊,2019-04-23,2,0,2,1684
44,健全团队衔接机制  完善团队工作格局,俞天明；徐建花,学周刊,2019-04-23,1,0,1,1684
45,高中班主任通过实践活动提升德育能力的分析,陈智君,学周刊,2019-04-23,9,0,9,1684
46,均衡教育背景下农村中学德育生活化现状调查与分析,史庆东,学周刊,2019-04-23,1,0,1,1684
47,探讨德育教育在初中班主任工作中的重要性,马宁,学周刊,2019-04-23,16,0,16,1684
48,浅谈“尚雅五环”高效课堂教学模式在课改中的应用,邢宗昱,学周刊,2019-04-23,0,0,0,1684
49,爱乃学问之始——再谈初中历史的趣味性教学,丁原玲,学周刊,2019-04-23,0,0,0,1684
50,浅析中学语文教学中德育的渗透,漆永峰,学周刊,2019-04-23,3,0,3,1684
51,基于学生发展核心素养的高中政治课堂转向,孙华,学周刊,2019-04-23,10,0,10,1684
52,中学语文四步自读法浅析,周恒,学周刊,2019-04-23,1,0,1,1684
53,语文三步骤多课型自主读写模式,游芳斌,学周刊,2019-04-23,0,0,0,1684
54,高中语文阅读教学有效性策略研究,赵丽,学周刊,2019-04-23,5,0,5,1684
55,高中班主任管理实践中融入德育教育的现实意义解读,苏刚,学周刊,2019-04-23,10,0,10,1684
56,新形势下高中阶段师生关系建设策略研究,王小军,学周刊,2019-04-23,1,0,1,1684
57,高中班主任在教学中渗透德育教育研究,高妍华；刘胜,学周刊,2019-04-23,8,0,8,1684
58,浅谈初中体育教育中的创新教育,王拴喜,学周刊,2019-04-23,1,0,1,1684
59,初中音乐教学中民族音乐教学手段的探析,汪琴雅,学周刊,2019-04-23,1,0,1,1684
60,分层教学法在高中体育教学中的运用研究,周风,学周刊,2019-04-23,4,0,4,1684
61,音乐教学中学生识谱能力的培养,赖玉娟,学周刊,2019-04-23,2,0,2,1684
62,情感教育在初中美术教学中的渗透研究,蔡婷平,学周刊,2019-04-23,10,0,10,1684
63,如何提升高中生美术课堂综合绘画能力,李颜君,学周刊,2019-04-23,1,0,1,1684
64,论德育教育在高中体育教学中的运用,张林平,学周刊,2019-04-23,6,0,6,1684
65,用信息技术增强初中篮球教学效果,陈军,学周刊,2019-04-23,1,0,1,1684
66,拓展训练在中职体育教学中的应用分析,潘桥溪,学周刊,2019-04-23,3,0,3,1684
67,基于地理学科特点的学习方法探究,李文科,学周刊,2019-04-23,1,0,1,1684
68,高中地理课外实践活动教学研究,安慧霖,学周刊,2019-04-23,1,0,1,1684
69,新课程下高中教学中师生关系和谐发展的研究,安富军,学周刊,2019-04-23,0,0,0,1684
70,基于核心素养视角的高中生物教学研究,李静,学周刊,2019-04-23,6,0,6,1684
71,浅谈高中化学问题解决式学习的探索与研究,李兴文,学周刊,2019-04-23,2,0,2,1684
72,浅谈新课程背景下高中数学教学中学生解题能力的培养,杨映专,学周刊,2019-04-23,11,0,11,1684
73,高中生物课外实验途径和方法研究例谈,孙其钧,学周刊,2019-04-23,3,0,3,1684
74,浅谈初中化学教学情景创设策略——以沪教版为例,余敬惕,学周刊,2019-04-23,3,0,3,1684
75,初中数学合作学习中存在的问题及对策,成益林,学周刊,2019-04-23,9,0,9,1684
76,高中物理教学中探究性学习模式的运用探讨,王刚,学周刊,2019-04-23,9,0,9,1684
77,浅析高中生物新课程教学的现状与对策,焦承德,学周刊,2019-04-23,3,0,3,1684
78,初中生物教学中参与式教学法的应用策略,潘应刚,学周刊,2019-04-23,6,0,6,1684
79,高中物理项目式学习设计策略探讨,杨咏泉,学周刊,2019-04-23,7,0,7,1684
80,核心素养理念下的高中数学教学策略探究,陈军霞,学周刊,2019-04-23,12,0,12,1684
81,高中古典诗歌教学的现状及对策研究,王婧,学周刊,2019-04-23,7,0,7,1684
82,高中语文教学中培养学生探究能力的途径,王江平,学周刊,2019-04-23,3,0,3,1684
83,初中语文教学中传统文化的渗透措施探讨,张本福,学周刊,2019-04-23,13,0,13,1684
84,如何学好高中数学——高中数学学习方法探讨,田仁杰,学周刊,2019-04-23,6,0,6,1684
85,如何在初中古诗文教学中渗透法制教育,鲁彪,学周刊,2019-04-23,2,0,2,1684
86,"“探”索新方法,“究”爱上数学",魏永平,学周刊,2019-04-23,0,0,0,1684
87,浅析高中数学学习方法,高翻红,学周刊,2019-04-23,1,0,1,1684
88,浅谈合作学习在初中信息技术教学中的运用,梁志虎,学周刊,2019-04-23,2,0,2,1684
89,浅谈算法思想在高中数学中的应用,苏丽敏,学周刊,2019-04-23,0,0,0,1684
90,"活用“数形结合”思想,提高学生数学解题能力",韩玉贵,学周刊,2019-04-23,2,0,2,1684
91,浅谈探究式教学在高中数学教学中的应用,戚玉,学周刊,2019-04-23,7,0,7,1684
92,高中物理教学中对学生解题能力的培养,钟栋,学周刊,2019-04-23,8,0,8,1684
93,"巧妙运用教学情境,促进小学英语口语教学",孙伟友,学周刊,2019-04-23,2,0,2,1684
94,"巧用激励性评价,打造充满活力的精彩课堂",徐彩云,学周刊,2019-04-23,5,0,5,1684
95,"提高对学生的期望值,激励学生乐学英语",李瑞容,学周刊,2019-04-23,3,0,3,1684
96,试析教育游戏在小学英语教学中的应用,赵立茹,学周刊,2019-04-23,11,0,11,1684
97,浅谈课堂教学中小组合作学习的有效性,涂建勇,学周刊,2019-04-23,7,0,7,1684
98,小学三年级语文教学中小组学习探析,辛宁宁,学周刊,2019-04-23,0,0,0,1684
99,"关联学生生活,培养核心素养——小学语文核心素养培养策略探究",李辉,学周刊,2019-04-23,9,0,9,1684
100,低年级识字教学初探,陈吉杰,学周刊,2019-04-23,0,0,0,1684
101,小学语文生本阅读中互动交流有效策略探究,马立明,学周刊,2019-04-23,4,0,4,1684
102,探究在自主阅读中培养良好的阅读习惯,陆贵华,学周刊,2019-04-23,2,0,2,1684
103,"以画促写,提升低年级小学生的写话能力",宋红伟,学周刊,2019-04-23,0,0,0,1684
104,留守儿童阅读期待激发的校本策略研究,陈增茂,学周刊,2019-04-23,0,0,0,1684
105,对话习作教学,徐辉,学周刊,2019-04-23,0,0,0,1684
106,基于提升核心素养背景下小学群文阅读的思考,张志举,学周刊,2019-04-23,2,0,2,1684
107,浅谈低年级写话教学,谢小玲,学周刊,2019-04-23,1,0,1,1684
108,浅谈班级足球队的建设在足球发展中的作用,赵多东,学周刊,2019-04-23,1,0,1,1684
109,班级合唱教学和童声合唱队训练差异,许丽丽,学周刊,2019-04-23,0,0,0,1684
110,礼仪文化促进农村学生发展的途径研究,刘增彦,学周刊,2019-04-23,0,0,0,1684
111,小学体育教学亦亟待革新,王泽,学周刊,2019-04-23,0,0,0,1684
112,"讲究策略,传承传统音乐文化教学",宋词勇,学周刊,2019-04-23,0,0,0,1684
113,农村小学美术课程乡土教育资源的开发应用探析,郑雅芬；冷崇师,学周刊,2019-04-23,5,0,5,1684
114,基于核心素养导向的小学语文教学策略研究,杨迎霞,学周刊,2019-04-23,11,0,11,1684
115,小学数学课堂教学中学生创新能力培养研究,赵志宏,学周刊,2019-04-23,7,0,7,1684
116,谈数学史融入小学数学课堂教学的价值与策略,王小平,学周刊,2019-04-23,4,0,4,1684
117,基于创客教育下的小学信息技术教学实践研究,柯嘉鑫,学周刊,2019-04-23,6,0,6,1684
118,关于小学语文教学中传承传统文化的途径与方法探析,林玉兰,学周刊,2019-04-23,14,0,14,1684
119,小学数学解决问题教学的现状及策略,王彦飞,学周刊,2019-04-23,7,0,7,1684
120,浅谈小学语文整合综合实践活动问题探究,张长顺,学周刊,2019-04-23,2,0,2,1684
121,小学数学如何在简约教学中体现数学核心素养,吴桂梅,学周刊,2019-04-23,17,0,17,1684
122,浅谈如何提高小学数学课堂教学效率,贺丹宏,学周刊,2019-04-23,8,0,8,1684
123,让科学扎根于生活——关于小学科学教学生活化的思考,李大鑫,学周刊,2019-04-23,5,0,5,1684
124,浅谈小学数学教学如何培养学生的数学思维能力,拓彪,学周刊,2019-04-23,8,0,8,1684
125,浅谈如何提高小学数学课堂教学有效性,范勇,学周刊,2019-04-23,8,0,8,1684
126,如何培养学生的观察力,王索兰,学周刊,2019-04-23,1,0,1,1684
127,如何培养小学低年级学生的写话能力,王文芳,学周刊,2019-04-23,0,0,0,1684
128,浅谈小学数学教学中学生数感的培养,郭广平,学周刊,2019-04-23,6,0,6,1684
129,浅谈小学数学课堂教学中提高动手操作有效性的方法,王紫红,学周刊,2019-04-23,7,0,7,1684
130,让数学与生活比翼齐飞——探讨小学数学教学生活化情境的创设,张雪萍,学周刊,2019-04-23,15,0,15,1684
131,浅谈游戏化教学在小学数学教学中的应用,叶青,学周刊,2019-04-23,11,0,11,1684
132,"运用多种教学手段,发展学生空间观念",聂庆华,学周刊,2019-04-23,0,0,0,1684
133,"研究教学典型案例,促进教师专业成长",陈燕,学周刊,2019-04-23,1,0,1,1684
134,牧区中小学教师心理健康状况及强化措施研究,徐文萍,学周刊,2019-04-23,1,0,1,1684
135,中职学校开展心理咨询工作的思考与建议,冀红红,学周刊,2019-04-23,0,0,0,1684
136,农村小学留守儿童心理健康教育策略研究,史永杰,学周刊,2019-04-23,3,0,3,1684
137,浅谈小学心理健康教育存在的问题与对策,李寅彤,学周刊,2019-04-23,9,0,9,1684
138,新课程教学理念下高校体育课程优化,张悦,学周刊,2019-04-23,2,0,2,1684
139,浅议离异家庭子女教育方式,秦世超,学周刊,2019-04-23,1,0,1,1684
140,“数学建模在技工院校数学课堂教学的应用”调研报告,张国丽,学周刊,2019-04-23,2,0,2,1684
141,技能大赛在西式面点教学中的有效应用,朱镇华,学周刊,2019-04-23,0,0,0,1684
142,浅析中职汽车电工有效课堂教学的构建,沈正坤,学周刊,2019-04-23,0,0,0,1684
143,校企合作模式下的高职创新创业教育问题分析,勾秋芬,学周刊,2019-04-23,5,0,5,1684
144,中职德育工作面临的困境与对策研究,常经营,学周刊,2019-04-23,1,0,1,1684
145,影视资源在中职生青春期教育中的应用探析,王沛,学周刊,2019-04-23,1,0,1,1684
146,浅议中职生思想品德教育,李建国,学周刊,2019-04-23,0,0,0,1684
147,基于数学建模的《模糊数学》课程教学体系的构建,阎少宏；杨艳梅；龚佃选；王玲；冯立超；吴宇航,学周刊,2019-04-23,0,0,0,1684
148,对高等数学分级教学的影响因素研究与分析——以河北建筑工程学院为例,麻振华；赵丽娟；赵莹,学周刊,2019-04-23,0,0,0,1684
149,浅析互联网时代高校中外建筑史教学改革,王琰；于皓皓,学周刊,2019-04-23,3,0,3,1684
150,医学生创新创业能力培养模式探索与实践,万君；汪婧；程丽佳,学周刊,2019-04-23,2,0,2,1684
151,试析在药理学实验教学基础上培养学生职业素养的方法,杨文娟,学周刊,2019-04-23,0,0,0,1684
152,高校油画专业课堂教学改革探究,舒文鑫,学周刊,2019-04-23,2,0,2,1684
153,高校毕业生就业困境与对策研究,周颖；靳伟涛,学周刊,2019-04-23,8,0,8,1684
154,高校课堂教育全过程中的中国礼仪文化教育实践思考,党贵平,学周刊,2019-04-23,0,0,0,1684
155,浅析文化的多元化与高校思想政治教育,高舒,学周刊,2019-04-23,3,0,3,1684
156,新时代下高校意识形态工作责任制研究,韩佳,学周刊,2019-04-23,0,0,0,1684
157,互联网对高校教育管理的影响与对策分析,黄丽梅,学周刊,2019-04-23,2,0,2,1684
158,幼儿园开展家长学校工作的策略探究,吴舒亚,学周刊,2019-04-23,2,0,2,1684
159,家、园、校三位一体互动的幼小衔接教育措施研究,何志斌,学周刊,2019-04-23,5,0,5,1684
160,家乡本土文化融入幼儿园课程的探索,洪素芳,学周刊,2019-04-23,3,0,3,1684
162,浅谈幼儿园开展大班额区域活动的策略,王晓红,学周刊,2019-04-23,1,0,1,1684
163,幼儿园幼小衔接的创新教育策略,文芳,学周刊,2019-04-23,7,0,7,1684
164,幼儿早期阅读能力培养浅探,谭彩,学周刊,2019-04-23,2,0,2,1684
165,浅谈做好幼儿园语言游戏化教学的策略,王毅,学周刊,2019-04-23,3,0,3,1684
166,浅析幼儿园游戏化的语言集体教学活动,张淑珍,学周刊,2019-04-23,5,0,5,1684
167,奏响和美乐章  创建幸福乐园,高美琴,学周刊,2019-04-23,0,0,0,1684
168,优化与创新在幼儿园班主任管理工作中的应用研究,万昌义,学周刊,2019-04-23,12,0,12,1684
169,如何与小班幼儿共享玩具的快乐途径研究,苏晓,学周刊,2019-04-23,0,0,0,1684
170,用绘本培养幼儿阅读兴趣的策略研究,刘春霞,学周刊,2019-04-23,8,0,8,1684
171,幼儿园情境体能教学活动设计要点与实施原则,高崇霜,学周刊,2019-04-23,1,0,1,1684
172,论经济法的主体及法律地位,高晓颖,学周刊,2019-04-23,1,0,1,1684
173,大学生语言能力发展与英语语言文学关联探讨,刘娟,学周刊,2019-04-23,6,0,6,1684
174,转型时期地方高校大学英语教学改革研究与探索,康霞；张丽；郝海燕,学周刊,2019-04-23,2,0,2,1684
175,浅析布迪厄文化资本理论及其中国本土化,李璐路,学周刊,2019-04-23,7,0,7,1684
176,基于超星学习通的移动教学设计与应用——以“基础会计学”为例,董莎莎,学周刊,2019-04-16,6,0,6,1684
177,谈对中职旅游管理专业学生职业素质的培养,牛劢勤,学周刊,2019-04-16,4,0,4,1684
178,试析网络化图书馆管理员素质的提升,林美莲,学周刊,2019-04-16,0,0,0,1684
179,图书馆员自发开展阅读推广工作的价值探究,廖小梅,学周刊,2019-04-16,0,0,0,1684
180,分布式管理在图书馆管理中的应用,施小玲,学周刊,2019-04-16,0,0,0,1684
181,知识经济时代图书管理员应具备素质及培养策略,杨秀珍,学周刊,2019-04-16,0,0,0,1684
182,马克思主义新闻观指导下的新闻写作教学研究,刘晓男,学周刊,2019-04-16,0,0,0,1684
184,互动式语言学习平台在网络环境下的构建——以“南国西语答疑热线”公众号为例,陈立婷；梁王处,学周刊,2019-04-16,0,0,0,1684
