序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数
37,评《愤怒的回顾》中吉米的人物形象,苏文蔚,英语广场,2020-12-25,0,0,0,2704
38,基于生态翻译理论的大学英语翻译教学新模式探究,郑萌,英语广场,2020-12-25,3,0,3,2704
39,目的论视角下的中国文化负载词英译研究——以《边城》为例,王道佳,英语广场,2020-12-25,2,0,2,2704
40,谈英语翻译对法律概念的影响——以Living Will为例,潘力楠,英语广场,2020-12-25,0,0,0,2704
41,探讨高职英语语法教学中翻译法和交际法的联合运用,马云春,英语广场,2020-12-25,2,0,2,2704
42,基于超星学习通的翻转课堂在大学英语听说教学中的应用——以《新时代大学学术英语视听说教程》为例,袁欣,英语广场,2020-12-15,3,0,3,2704
43,信息技术时代大学英语线上教学的实践与思考,夏曼丹,英语广场,2020-12-15,1,0,1,2704
44,元认知策略在大学英语翻转课堂模式中的应用,汤永红； 胡迎燕,英语广场,2020-12-15,0,0,0,2704
45,信息化背景下独立学院大学英语混合式教学的策略探析,袁园,英语广场,2020-12-15,2,0,2,2704
46,基于线上微课+线下课堂的大学英语第二课堂教学模式构建研究,张莉,英语广场,2020-12-15,1,0,1,2704
47,生态语言学视角下的翻转混合教学策略探析,汪波,英语广场,2020-12-15,1,0,1,2704
48,基于翻转课堂理念的大学英语教学模式研究,杨婕； 王璟珺,英语广场,2020-12-15,5,0,5,2704
49,基于虚拟仿真技术的高校英语情境教学模式应用初探,吴文娟,英语广场,2020-12-15,3,0,3,2704
50,地方高校基于MOOC的翻转教学模式构建与应用研究,刘毅,英语广场,2020-12-15,0,0,0,2704
51,勒菲维尔改写理论视域下的《我们的小镇》,温晶晶； 王卫东,英语广场,2020-12-15,0,0,0,2704
52,《人间天堂》中艾莫里的梦想追寻及幻灭历程,王玲玲,英语广场,2020-12-15,0,0,0,2704
53,从目的论角度浅析国漫电影翻译——以《哪吒之魔童降世》为例,杨铭,英语广场,2020-12-15,1,0,1,2704
54,浅析英语影视作品欣赏对大学英语教学的优化作用,韩梅,英语广场,2020-12-15,1,0,1,2704
55,应用型高校英语专业学生课外阅读策略研究,许洁,英语广场,2020-12-15,1,0,1,2704
56,跨文化视角下岭南宗祠文化资料的英译研究,冯诗； 姚尚君； 方卓尔,英语广场,2020-12-15,1,0,1,2704
57,从跨文化角度看中国文学翻译——以老舍《茶馆》两个英译本为例,安海丽； 陈红梅,英语广场,2020-12-15,1,0,1,2704
58,论动画电影《疯狂动物城》中偏见的话语建构,闫凤霞,英语广场,2020-12-15,1,0,1,2704
59,即时/延时测试效应的对比及分析,刘丹丹； 李倩倩,英语广场,2020-12-15,0,0,0,2704
60,活动理论视角下的专门用途英语教学,刘存,英语广场,2020-12-15,2,0,2,2704
61,以译促写的大学英语教学模式探讨,余晓峰,英语广场,2020-12-15,0,0,0,2704
62,基于主题的学术英语写作能力培养路径研究,陈睿婕,英语广场,2020-12-15,0,0,0,2704
63,《高级英语》教材中的隐性课程研究,刘艳； 苏育杰,英语广场,2020-12-15,0,0,0,2704
64,基于平行文本分析商务英语的翻译策略,董玮康； 毕淼,英语广场,2020-12-15,1,0,1,2704
65,基于思政育人理念的学术英语阅读课程体系再构建研究,陶晓蓉,英语广场,2020-12-15,1,0,1,2704
66,基于语料库的英语专业本科毕业论文关键词标引研究,张金福； 王红； 汪琪梦,英语广场,2020-12-15,0,0,0,2704
67,一词多义的认知研究——以table为例,苏丽琴； 樊祎晴,英语广场,2020-12-15,0,0,0,2704
68,高中英语阅读教学中运用多模态提升学生思维品质的实践探究,姜海礁,英语广场,2020-12-15,6,0,6,2704
69,译有所为，如何而“为”？——《围城》英译本的翻译策略研究,陈思颖； 戴雪芳,英语广场,2020-12-15,7,0,7,2704
70,英语文学翻译中文化差异处理方式探究,王丽君； 邓薇薇,英语广场,2020-12-15,2,0,2,2704
71,美国综艺字幕翻译中的“叛逆性”——以《周六夜现场》为例,王亚云,英语广场,2020-12-15,0,0,0,2704
72,接受美学理论视角下儿童诗歌英译汉翻译研究——以《一个孩子的诗园》为例,张玉芳； 谈津雷,英语广场,2020-12-15,2,0,2,2704
73,文化适应模式视角下来华留学生汉语第二课堂建设探索,谢明明,英语广场,2020-12-15,0,0,0,2704
74,基于同侪反馈的大学生批判性思维能力研究,高歌； 励雪萤； 刘虹翠； 杨芳,英语广场,2020-12-15,0,0,0,2704
75,通过提问将“课程思政”融入大学英语课堂,徐冰心,英语广场,2020-12-15,1,0,1,2704
76,二语语篇分析——句法与语义,李堉华,英语广场,2020-12-15,0,0,0,2704
77,基于语料库和OBE理念的工科学术英语高频词汇教学研究,石峰,英语广场,2020-12-15,0,0,0,2704
78,翻译视角下的英语教学分析——以中学课堂为例,李俊叶； 吴玉娇,英语广场,2020-12-15,1,0,1,2704
79,全球胜任力教育对大学英语教学的启示,徐超男,英语广场,2020-12-15,2,0,2,2704
80,新时代背景下大学英语听说教学设计与研究,倪筱菊,英语广场,2020-12-15,0,0,0,2704
81,《回顾》两译本翻译目的的影响因素分析,蒋小丽,英语广场,2020-12-15,0,0,0,2704
82,信息化时代“移动学习”在高职英语口语教学中的应用研究,谭泉泉； 叶秋萍； 李萍,英语广场,2020-12-01,1,0,1,2704
83,基于慕课与雨课堂的大学英语混合式教学模式构建研究,郭佳佳,英语广场,2020-12-01,0,0,0,2704
84,大学英语线上教学策略探究,王晴,英语广场,2020-12-01,0,0,0,2704
85,信息化教学视角下的高职英语教学课堂设计,肖霄,英语广场,2020-12-01,2,0,2,2704
86,多媒体网络技术在大学英语教学中的应用,于景兰； 林琳,英语广场,2020-12-01,3,0,3,2704
87,从语言学角度探讨汉语专名的音译,夏晓慧,英语广场,2020-12-01,1,0,1,2704
88,学术英语写作能力影响因素研究,周莉,英语广场,2020-12-01,2,0,2,2704
89,从关联原则分析模糊限制语在女性言语交际中的语用功能,汤仁云,英语广场,2020-12-01,0,0,0,2704
90,人际语用学中人情原则的语用研究——以电视剧《都挺好》为例,周敏捷； 朱德付,英语广场,2020-12-01,7,0,7,2704
91,构建中国特色外语教学理论研究述评,倪姗姗,英语广场,2020-12-01,1,0,1,2704
92,大学英语写作课程多元反馈模式构建研究,杨华华,英语广场,2020-12-01,0,0,0,2704
93,多模态驱动下的口译教学构建与改进,王继美,英语广场,2020-12-01,0,0,0,2704
94,论法律文本中“管理”一词的英译,卫灵； 祁文慧,英语广场,2020-12-01,1,0,1,2704
95,浅谈中西方翻译史对翻译研究的意义,陈靖芝,英语广场,2020-12-01,1,0,1,2704
96,多模态隐喻视角下公益广告的国家形象建构,彭倩,英语广场,2020-12-01,1,0,1,2704
97,“新工科”背景下独立学院工程类专业英语素养基地的建设研究,潘往丽,英语广场,2020-12-01,0,0,0,2704
98,身份理论视角下的大学英语教学实施方案,刘树森,英语广场,2020-12-01,0,0,0,2704
99,课程思政视角下大学英语听力课程教学模式探究,龙丽伟； 王素英； 刘露溪； 田新宇,英语广场,2020-12-01,1,1,0,2704
100,跨文化交际课程思政教学探究,石淇萌,英语广场,2020-12-01,0,0,0,2704
101,基于真题语料库的高职中外合作办学雅思听力教学研究,何婧,英语广场,2020-12-01,0,0,0,2704
102,思维导图在大学英语写作混合式教学中的应用研究,胡敏,英语广场,2020-12-01,0,0,0,2704
103,以“续”促学对大学英语口语学习的启示,唐艳； 王顺兰,英语广场,2020-12-01,0,0,0,2704
104,社会认知理论视角下大学生自主学习英语的现状探析,唐甜； 罗臾艽； 向莎莎,英语广场,2020-12-01,1,0,1,2704
105,英语翻译中变译的应用研究,任慧君； 彭舒； 师俊华,英语广场,2020-12-01,0,0,0,2704
106,近20年来国内隐喻翻译研究综述,叶静文,英语广场,2020-12-01,0,0,0,2704
107,王尔德和海德格尔：关于浪荡主义的一种存在主义阐释,江雨斯,英语广场,2020-12-01,0,0,0,2704
108,弗兰克·诺里斯作品研究综述,李贵洁； 张俊萍,英语广场,2020-12-01,1,0,1,2704
109,技术传播视域下的实用型文本翻译初探,方泽斌； 李擎,英语广场,2020-12-01,3,0,3,2704
110,大学英语翻译教学中提高学生英语应用能力的措施,顾维芳,英语广场,2020-12-01,0,0,0,2704
111,论非洲元素与维多利亚远征文学中的跨文化动态书写——《帝国远征，1840—1900》评介,陶丽丽,英语广场,2020-12-01,0,0,0,2704
112,科技英语汉译的英语翻译技巧研究,陈震宇,英语广场,2020-12-01,1,0,1,2704
113,论典籍英译动态语境中的语义等值——安乐哲《论语》英译本儒学关键词的英译研究,杨林,英语广场,2020-12-01,0,0,0,2704
114,勒菲弗尔的翻译三要素理论视阈下《社戏》杨宪益英译本研究,徐祯； 陈红梅,英语广场,2020-12-01,7,0,7,2704
115,生态翻译学视域下高校网页英译失误分析——以国内部分211院校为例,闫佳佳； 邓东元,英语广场,2020-12-01,1,0,1,2704
116,从关联翻译理论的角度分析《困卦》的英译补偿,李青宗； 付永,英语广场,2020-12-01,0,0,0,2704
117,英语文学翻译中文化差异的处理方法初探,李广欢； 李亚丽,英语广场,2020-12-01,2,0,2,2704
118,目的论视角下的黑龙江省非物质文化遗产外宣翻译研究,许梅； 马鑫鑫； 许婷婷； 马宝贵,英语广场,2020-12-01,1,0,1,2704
119,跨文化传播视阈下的中医药典籍英译,何艳秋； 涂宇明,英语广场,2020-12-01,1,0,1,2704
120,大学生微信朋友圈英语学习打卡现象的实证研究,顾易安； 朱妍桦； 周梦烨； 于洁,英语广场,2020-12-01,3,0,3,2704
121,小学英语故事教学在词汇教学中的有效性研究,王李云,英语广场,2020-12-01,3,0,3,2704
122,在小学英语教学中提升学生思维品质的策略探究,冯实玮,英语广场,2020-12-01,4,0,4,2704
123,象征主义艺术——开拓非理性的策略,杨萌迪,英语广场,2020-11-25,1,0,1,2704
124,女性精神疾病主题下《黄色墙纸》的译本分析,夏丹； 黎晓容,英语广场,2020-11-25,1,0,1,2704
125,合作补偿策略在文学翻译中的运用研究,杨玉涛,英语广场,2020-11-25,0,0,0,2704
126,从弗洛伊德人格理论解读《刀锋》中的伊莎贝尔,孙艺,英语广场,2020-11-25,0,0,0,2704
127,《第二十二条军规》中约塞连的创伤解读,巩悦,英语广场,2020-11-25,0,0,0,2704
128,谈生态语言学视角下高校文学课堂的建构,别俊玲,英语广场,2020-11-25,0,0,0,2704
129,基于《公司金融》双语教学实践的思考,刘静,英语广场,2020-11-25,0,0,0,2704
130,谈等效理论指导下的西方情景喜剧中的幽默翻译,王明亮,英语广场,2020-11-25,0,0,0,2704
131,浅谈影响法律英语翻译的因素,何涛,英语广场,2020-11-25,0,0,0,2704
132,文化自信视域下大学英语四级翻译探究,张海贝,英语广场,2020-11-25,0,0,0,2704
133,法律英语词汇的特点与翻译研究,吴锟,英语广场,2020-11-25,1,0,1,2704
134,法律英语翻译中的文化因素研究,匡修宇,英语广场,2020-11-25,0,0,0,2704
135,医学生医学英语翻译能力提升的方法探析,陆耀雁； 韦日明,英语广场,2020-11-25,1,0,1,2704
136,汉英法律词汇互译的困境研究,孙潇涵,英语广场,2020-11-25,1,0,1,2704
137,探讨功能对等理论视角下的旅游标识语翻译——以广西北海为例,杨娟娟； 张淳,英语广场,2020-11-25,1,0,1,2704
138,基于语料库研究中国英语学习者对“hand”隐喻义与转喻义的使用情况,陈燕婷,英语广场,2020-11-25,0,0,0,2704
139,对英语报刊新闻标题的语法特征研究,姚正萍,英语广场,2020-11-25,0,0,0,2704
140,高职英语语言文化特点分析,李晶,英语广场,2020-11-25,0,0,0,2704
141,融媒体时代英语跨文化传播策略研究,王杨,英语广场,2020-11-25,1,0,1,2704
142,语言测试反拨效应下大学英语教学改革对策研究,帅昕； 徐睿,英语广场,2020-11-25,0,0,0,2704
143,国内外磨蚀理论对高职院校公共英语教学改革的启示,李莹莹,英语广场,2020-11-25,1,0,1,2704
144,基于i+1理论分级法的大学英语教学研究,张倩,英语广场,2020-11-25,0,0,0,2704
145,大学英语智慧教学多维评价模式研究,王智芝,英语广场,2020-11-25,1,0,1,2704
146,高职院校《大学英语》课程思政教学改革研究,王振庆,英语广场,2020-11-25,0,0,0,2704
147,对比修辞意识对大学英语写作影响的实验研究,程宏,英语广场,2020-11-25,0,0,0,2704
148,课程思政理念下英语专业口译课程教学改革探讨,程鑫颐,英语广场,2020-11-25,0,0,0,2704
149,生态语言学视野下的高校艺术类本科英语教学模式初探,李阳,英语广场,2020-11-25,0,0,0,2704
150,学生视阈下的大学英语教师角色定位调查,梁茜茜； 陈海林,英语广场,2020-11-25,1,0,1,2704
151,关于公安院校英语课程思政建设融入警察文化元素的思考,吕文茜,英语广场,2020-11-25,0,0,0,2704
152,关于大学英语教学思辨能力培养的研究,匡岚,英语广场,2020-11-25,1,0,1,2704
153,探讨高校法律英语人才培养模式,陶巧会,英语广场,2020-11-25,1,0,1,2704
154,高职高专大学英语课程思政教学改革策略与实施——以川南幼专为例,陈卓,英语广场,2020-11-25,2,0,2,2704
155,避免大学英语教学中“马太效应”的策略,王慧,英语广场,2020-11-25,0,0,0,2704
156,浅议“一带一路”背景下高校英语课堂中的文化导入问题,华芳； 刘立莉； 王燕娜,英语广场,2020-11-25,2,0,2,2704
157,谈基于思维能力培养的大学英语教学设计,解辉； 应慧； 马少静,英语广场,2020-11-25,0,0,0,2704
158,基于核心素养的中职英语讲练评课教学策略,杨丽丽,英语广场,2020-11-25,1,0,1,2704
159,中职PETS二级听力中的同义替换现象初探,朱莹,英语广场,2020-11-25,0,0,0,2704
160,浅谈高中英语教学如何培养学生的创新思维,陈娉婷,英语广场,2020-11-25,0,0,0,2704
161,巧妙运用例句来增效语法教学,沈永芳,英语广场,2020-11-25,0,0,0,2704
162,初中英语阅读教学课堂的“舍”与“得”,刘凤琴,英语广场,2020-11-25,2,0,2,2704
163,论审辩式思维在初中英语教学中的应用,张玉珍,英语广场,2020-11-25,1,0,1,2704
164,《倒霉爱神》中的英语文化禁忌分析,孙建华,英语广场,2020-11-25,0,0,0,2704
165,“金课”建设背景下国际贸易实务双语教学改革探讨,文乙皓,英语广场,2020-11-25,2,0,2,2704
166,《莎士比亚十四行诗仿词全译本》文化负载词翻译评析,曹小雪； 鲁佳一,英语广场,2020-11-15,0,0,0,2704
167,空间理论下的女性逃避——《布鲁斯特街的女人们》,张南,英语广场,2020-11-15,0,0,0,2704
168,从生态批评角度解读《鄂榭府崩溃记》,王菲菲,英语广场,2020-11-15,17,0,17,2704
169,从《弗兰肯斯坦》到《机械姬》——从生态批评角度解读造物主的异化,周辉,英语广场,2020-11-15,9,0,9,2704
170,机器翻译汉译英的译前编辑——以谷歌翻译江苏省气象局网站新闻稿为例,何望东； 何三宁,英语广场,2020-11-15,0,0,0,2704
171,英汉“谷类”名词概念化精细度对比研究,余洁； 罗思明,英语广场,2020-11-15,0,0,0,2704
172,英汉语言歧义对比分析——以中美情景喜剧《家有儿女》和《老友记》为例,张文静,英语广场,2020-11-15,4,0,4,2704
173,“沉默是金”——论跨文化交际背景下的非言语交际,郝苗苗； 周莉,英语广场,2020-11-15,14,0,14,2704
174,技术传播跨文化理论关照下的中英说明书对比分析——以药品说明书为例,周秋璐； 李擎,英语广场,2020-11-15,4,0,4,2704
175,语域理论视角下法律翻译研究——以《中华人民共和国外商投资法》英译本为例,居方,英语广场,2020-11-15,1,0,1,2704
176,基于YiCat的翻译项目管理——以Renewables 2019 Global Status Report的翻译为例,邵克凡； 穆静,英语广场,2020-11-15,1,0,1,2704
177,新形势下我国外宣翻译人员培养策略研究,张军； 魏竹涵,英语广场,2020-11-15,1,0,1,2704
178,从软件本地化视角看微信用户界面的英译,雷春阳,英语广场,2020-11-15,0,0,0,2704
179,中西风俗习惯差异对习语形成和翻译的影响,李思敏； 祁文慧,英语广场,2020-11-15,25,0,25,2704
180,功能对等理论下医学科普图书汉译研究,李庆学； 仲文勤,英语广场,2020-11-15,1,0,1,2704
181,杭州特色美食名称翻译“三维”适应转换策略,赵乔青青； 沈梅英,英语广场,2020-11-15,0,0,0,2704
182,从中国文化“走出去”角度谈广西民族文化外宣翻译策略,喻馨锐,英语广场,2020-11-15,1,0,1,2704
183,苏州市公共场所标志语的英译研究,梁宇翔； 吕健,英语广场,2020-11-15,0,0,0,2704
184,从合作原则看跨文化交际中的语用失误,李芳,英语广场,2020-11-15,19,0,19,2704
186,常用修辞手法在英语语言文学中的应用分析,刘媛,英语广场,2020-11-15,1,0,1,2704
187,金课背景下的ESP课程教学模式改革研究,郑长明,英语广场,2020-11-15,5,0,5,2704
188,《信息通讯技术英语》课程中项目式教学模式的探索,汤蓉,英语广场,2020-11-15,1,0,1,2704
189,生态语言学视域下ESP课程的定位与发展策略,杨喜刚,英语广场,2020-11-15,6,0,6,2704
190,论高职旅游英语翻译教学中译者主体性的建构——以乌鲁木齐职业大学旅游英语专业为例,吕红丽,英语广场,2020-11-15,1,0,1,2704
191,“新工科”背景下独立学院工科类专业英语教学的变革与创新,潘往丽,英语广场,2020-11-15,0,0,0,2704
192,互联网信息技术与大学英语教学之融合概述,程晓云,英语广场,2020-11-15,0,0,0,2704
193,情感过滤假说视角下英美文学史课程教学改革探索,华海婷,英语广场,2020-11-15,1,0,1,2704
194,英语歌曲在大学通识教育中的应用,刘智慧,英语广场,2020-11-15,3,0,3,2704
195,基于不同理论视角分析课堂指令用语,刘晓琳,英语广场,2020-11-15,6,0,6,2704
196,基于生态给养理论的商务英语教学实践探讨,朱炼红； 柯丹,英语广场,2020-11-15,0,0,0,2704
197,甘孜州民族本科院校应用型英语口译特色课程研究,谢丽佳,英语广场,2020-11-15,0,0,0,2704
198,基于V-DIC模式的英语教师课堂话语探析,李秀； 王钰文,英语广场,2020-11-15,0,0,0,2704
199,语义成分分析法在英语近义词教学中的应用,朱如欣； 周莉,英语广场,2020-11-15,5,0,5,2704
200,应用语言学视角下英语文化导入教学的思考,汪波,英语广场,2020-11-15,1,0,1,2704
201,智慧课堂在高职大学英语课堂教学中的应用研究,袁晓玲,英语广场,2020-11-15,3,0,3,2704
202,混合教学模式下多平台深度融合的大学英语线上教学探讨,刘红蕾,英语广场,2020-11-15,14,0,14,2704
203,微课在大学英语课程思政教学中的应用研究,闫宇涵,英语广场,2020-11-15,1,0,1,2704
204,浅析大学英语自主学习能力的培养,赵小凡,英语广场,2020-11-15,0,0,0,2704
205,新高考英语作文新题型“读后续写”的教学策略分析,陈萍,英语广场,2020-11-15,3,0,3,2704
206,解读女性形象在好莱坞疫情灾难片中的变迁,赵莉,英语广场,2020-11-15,8,0,8,2704
207,基于幼儿英语启蒙实训营活动的幼儿英语启蒙教育研究,曾子悦； 杨哲梅； 李玉秀； 卢月娇； 马岚舒,英语广场,2020-11-15,0,0,0,2704
208,翻转课堂在ESP化工专业英语教学中的应用,胡友红,英语广场,2020-11-01,1,0,1,2704
209,浅谈专门用途英语的翻译教学——以《风景园林英语》为例,唐明辉,英语广场,2020-11-01,7,0,7,2704
210,专门用途英语课堂教学改革探究——以林学英语为例,汪宜宁,英语广场,2020-11-01,3,0,3,2704
211,“产出导向法”在专门用途英语教学中的应用研究——以医学英语为例,嵇芳,英语广场,2020-11-01,0,0,0,2704
212,《红楼梦》中“蹄子”的英译探讨,张红,英语广场,2020-11-01,0,0,0,2704
213,李煜诗词意象翻译的若干选择,张恒,英语广场,2020-11-01,0,0,0,2704
214,论《纸团》的诗化特征,路琪； 曾一轩,英语广场,2020-11-01,0,0,0,2704
215,中外儿童文学作品中教育观念的比较及其对教育生态改革的启示——以《哈利·波特》和《皮皮鲁总动员》为例,黄璐,英语广场,2020-11-01,3,0,3,2704
216,物质批评视域下的《推销员之死》,杭云云,英语广场,2020-11-01,4,0,4,2704
217,凯特·肖邦《一小时的故事》中的冲突分析,张鋆芸,英语广场,2020-11-01,2,0,2,2704
218,基于语料库分文类考查汉语译文欧化现象,张利； 张环,英语广场,2020-11-01,2,0,2,2704
219,公众演讲语篇中名词化的劝说功能分析,姜奕,英语广场,2020-11-01,0,0,0,2704
220,读后续写的理论与实证研究述评,赵婵婵,英语广场,2020-11-01,0,0,0,2704
221,英汉语词汇歧义对比分析,李雪阳,英语广场,2020-11-01,7,0,7,2704
222,浅析林学英汉翻译中的定语从句翻译技巧,周秋璐； 祁文慧,英语广场,2020-11-01,2,0,2,2704
223,功能对等视角下《徒步穿越中国》的汉译本研究,付昱； 郑景婷,英语广场,2020-11-01,1,0,1,2704
224,功能对等视角下的字幕翻译评析——以《权力的游戏》两种版本为例,陈浩翔,英语广场,2020-11-01,3,0,3,2704
225,从文化差异视野看英语翻译障碍及对策,王艳,英语广场,2020-11-01,2,0,2,2704
226,法律英语中“遵守”一词的译法探究,居方； 吕雪梅,英语广场,2020-11-01,4,0,4,2704
227,跨文化背景下商务英语信函翻译研究,刘丽梅,英语广场,2020-11-01,0,0,0,2704
228,科普视角下ESP话语方式探究,阮俊斌； 赵蓉梅； 周健翔,英语广场,2020-11-01,0,0,0,2704
229,专门用途英语课程慕课的开发和实践——以《艺术设计英语》为例,王雷雷,英语广场,2020-11-01,11,0,11,2704
230,ESP专业词汇语义演变的认知研究,郑长明,英语广场,2020-11-01,4,0,4,2704
231,翻转课堂模式在商务英语教学中的应用,杜婷羽； 吴雪峰,英语广场,2020-11-01,3,0,3,2704
232,思维导图绘制教学对英语专业学生批判性思维能力的影响,施海璐； 祁文慧,英语广场,2020-11-01,2,0,2,2704
233,互动假说理论下英语口语习得的驱动机制研究,钱一怡,英语广场,2020-11-01,0,0,0,2704
234,“互联网+”环境对非英语专业大学生外语磨蚀现象的影响,陈雯,英语广场,2020-11-01,10,0,10,2704
235,高等学校英语类课程定位与课程设置构想,曹艳艳； 方志辉,英语广场,2020-11-01,1,0,1,2704
236,大学英语课堂的生态文明价值观建设——以南京林业大学为例,陈桂霞,英语广场,2020-11-01,8,0,8,2704
237,POA理论下高职英语听说课堂的教学模式分析,蔡莎,英语广场,2020-11-01,1,0,1,2704
238,基于“互联网+”时代的高职英语精读教学模式构建,毕成,英语广场,2020-11-01,0,0,0,2704
239,批判性阅读在大学英语精读中的运用,高清,英语广场,2020-11-01,0,0,0,2704
240,混合式教学模式下高校英语演讲课程的设计与实践,赵杨,英语广场,2020-11-01,2,0,2,2704
241,元认知策略在独立学院英语专业四级写作中的应用研究,王行,英语广场,2020-11-01,0,0,0,2704
242,动态分层教学在高职公共外语教学中的应用,吕红英,英语广场,2020-11-01,0,0,0,2704
243,新文科视野下外语教师转型发展的路径与方法,徐秋月； 杨慧,英语广场,2020-11-01,1,0,1,2704
244,现代信息技术在高职院校英语教学中的应用研究,何燕,英语广场,2020-11-01,0,0,0,2704
245,Viewing视域下英语阅读课教学研究——以英文原版小说Charlotte’s Web为例,赵娟； 金海玲,英语广场,2020-11-01,0,0,0,2704
246,试论新课改理念下如何有效实施高中英语课堂教学,甄红,英语广场,2020-11-01,1,0,1,2704
247,人教版高中英语教材编写及设计评析——以必修一为例,蔡县英； 黄文,英语广场,2020-11-01,1,0,1,2704
248,论语言文化对比法在《中国文化概论》教学中的应用——以《孙子兵法》教学为例,季小乔； 陶李春,英语广场,2020-11-01,1,0,1,2704
249,伊芙琳·哈蒙兹的科学批评思想引介,孟萍； 谭惠娟； 沈梅英,英语广场,2020-11-01,0,0,0,2704
250,生态学视域下医学生英语会话能力的培养,赵洪霞,英语广场,2020-10-25,0,0,0,2704
251,《浮生六记》布莱克译本中的东方主义体现,丁洁,英语广场,2020-10-25,0,0,0,2704
252,目的论视角下《月下独酌》两个英译本中的“饮酒”意象研究,白芸； 周绵绵,英语广场,2020-10-25,0,0,0,2704
253,许渊冲《静夜思》英译本翻译策略审视——系统功能语言学的理论视角,张廷玉,英语广场,2020-10-25,1,0,1,2704
254,高校翻译专业学生的跨文化交际能力培养,奚萌雨； 沈国环,英语广场,2020-10-25,1,0,1,2704
